geo,year,Life_Expectancy,sex,age,geo name
AT11:Burgenland,2013,21,Females,65,Burgenland (Austria)
AT11:Burgenland,2014,21.2,Females,65,Burgenland (Austria)
AT11:Burgenland,2015,21.2,Females,65,Burgenland (Austria)
AT11:Burgenland,2016,21.3,Females,65,Burgenland (Austria)
AT11:Burgenland,2017,21.3,Females,65,Burgenland (Austria)
AT11:Burgenland,2018,21.4,Females,65,Burgenland (Austria)
AT11:Burgenland,2019,21.2,Females,65,Burgenland (Austria)
AT11:Burgenland,2020,20.7,Females,65,Burgenland (Austria)
AT11:Burgenland,2021,21.2,Females,65,Burgenland (Austria)
AT11:Burgenland,2022,20.9,Females,65,Burgenland (Austria)
AT11:Burgenland,2023,21.8,Females,65,Burgenland (Austria)
AT12:Nieder√∂sterreich,2013,21.1,Females,65,Niederˆsterreich (Austria)
AT12:Nieder√∂sterreich,2014,21.4,Females,65,Niederˆsterreich (Austria)
AT12:Nieder√∂sterreich,2015,20.9,Females,65,Niederˆsterreich (Austria)
AT12:Nieder√∂sterreich,2016,21.2,Females,65,Niederˆsterreich (Austria)
AT12:Nieder√∂sterreich,2017,21.1,Females,65,Niederˆsterreich (Austria)
AT12:Nieder√∂sterreich,2018,21.1,Females,65,Niederˆsterreich (Austria)
AT12:Nieder√∂sterreich,2019,21.2,Females,65,Niederˆsterreich (Austria)
AT12:Nieder√∂sterreich,2020,21,Females,65,Niederˆsterreich (Austria)
AT12:Nieder√∂sterreich,2021,20.6,Females,65,Niederˆsterreich (Austria)
AT12:Nieder√∂sterreich,2022,20.8,Females,65,Niederˆsterreich (Austria)
AT12:Nieder√∂sterreich,2023,21.2,Females,65,Niederˆsterreich (Austria)
AT13:Wien,2013,20.9,Females,65,Wien (Austria)
AT13:Wien,2014,21.2,Females,65,Wien (Austria)
AT13:Wien,2015,20.9,Females,65,Wien (Austria)
AT13:Wien,2016,21.1,Females,65,Wien (Austria)
AT13:Wien,2017,20.7,Females,65,Wien (Austria)
AT13:Wien,2018,20.7,Females,65,Wien (Austria)
AT13:Wien,2019,21.2,Females,65,Wien (Austria)
AT13:Wien,2020,20.3,Females,65,Wien (Austria)
AT13:Wien,2021,20.2,Females,65,Wien (Austria)
AT13:Wien,2022,20.3,Females,65,Wien (Austria)
AT13:Wien,2023,20.9,Females,65,Wien (Austria)
AT21:K√§rnten,2013,22,Females,65,K‰rnten (Austria)
AT21:K√§rnten,2014,22.2,Females,65,K‰rnten (Austria)
AT21:K√§rnten,2015,21.9,Females,65,K‰rnten (Austria)
AT21:K√§rnten,2016,22.1,Females,65,K‰rnten (Austria)
AT21:K√§rnten,2017,21.9,Females,65,K‰rnten (Austria)
AT21:K√§rnten,2018,21.8,Females,65,K‰rnten (Austria)
AT21:K√§rnten,2019,22.1,Females,65,K‰rnten (Austria)
AT21:K√§rnten,2020,21.1,Females,65,K‰rnten (Austria)
AT21:K√§rnten,2021,21.7,Females,65,K‰rnten (Austria)
AT21:K√§rnten,2022,21.2,Females,65,K‰rnten (Austria)
AT21:K√§rnten,2023,21.8,Females,65,K‰rnten (Austria)
AT22:Steiermark,2013,22.1,Females,65,Steiermark (Austria)
AT22:Steiermark,2014,22.1,Females,65,Steiermark (Austria)
AT22:Steiermark,2015,21.5,Females,65,Steiermark (Austria)
AT22:Steiermark,2016,22,Females,65,Steiermark (Austria)
AT22:Steiermark,2017,21.7,Females,65,Steiermark (Austria)
AT22:Steiermark,2018,22,Females,65,Steiermark (Austria)
AT22:Steiermark,2019,22,Females,65,Steiermark (Austria)
AT22:Steiermark,2020,20.9,Females,65,Steiermark (Austria)
AT22:Steiermark,2021,21.6,Females,65,Steiermark (Austria)
AT22:Steiermark,2022,21.3,Females,65,Steiermark (Austria)
AT22:Steiermark,2023,21.8,Females,65,Steiermark (Austria)
AT31:Ober√∂sterreich,2013,21.4,Females,65,Oberˆsterreich (Austria)
AT31:Ober√∂sterreich,2014,22.1,Females,65,Oberˆsterreich (Austria)
AT31:Ober√∂sterreich,2015,21.3,Females,65,Oberˆsterreich (Austria)
AT31:Ober√∂sterreich,2016,22.1,Females,65,Oberˆsterreich (Austria)
AT31:Ober√∂sterreich,2017,21.7,Females,65,Oberˆsterreich (Austria)
AT31:Ober√∂sterreich,2018,21.8,Females,65,Oberˆsterreich (Austria)
AT31:Ober√∂sterreich,2019,21.7,Females,65,Oberˆsterreich (Austria)
AT31:Ober√∂sterreich,2020,21.4,Females,65,Oberˆsterreich (Austria)
AT31:Ober√∂sterreich,2021,21.2,Females,65,Oberˆsterreich (Austria)
AT31:Ober√∂sterreich,2022,21.3,Females,65,Oberˆsterreich (Austria)
AT31:Ober√∂sterreich,2023,21.7,Females,65,Oberˆsterreich (Austria)
AT32:Salzburg,2013,22.1,Females,65,Salzburg (Austria)
AT32:Salzburg,2014,22.3,Females,65,Salzburg (Austria)
AT32:Salzburg,2015,22.1,Females,65,Salzburg (Austria)
AT32:Salzburg,2016,22.2,Females,65,Salzburg (Austria)
AT32:Salzburg,2017,22,Females,65,Salzburg (Austria)
AT32:Salzburg,2018,22.6,Females,65,Salzburg (Austria)
AT32:Salzburg,2019,22.3,Females,65,Salzburg (Austria)
AT32:Salzburg,2020,21.7,Females,65,Salzburg (Austria)
AT32:Salzburg,2021,21.9,Females,65,Salzburg (Austria)
AT32:Salzburg,2022,21.5,Females,65,Salzburg (Austria)
AT32:Salzburg,2023,22.1,Females,65,Salzburg (Austria)
AT33:Tirol,2013,22.1,Females,65,Tirol (Austria)
AT33:Tirol,2014,22.2,Females,65,Tirol (Austria)
AT33:Tirol,2015,21.9,Females,65,Tirol (Austria)
AT33:Tirol,2016,22.6,Females,65,Tirol (Austria)
AT33:Tirol,2017,22.4,Females,65,Tirol (Austria)
AT33:Tirol,2018,22.5,Females,65,Tirol (Austria)
AT33:Tirol,2019,22.6,Females,65,Tirol (Austria)
AT33:Tirol,2020,21.9,Females,65,Tirol (Austria)
AT33:Tirol,2021,22.1,Females,65,Tirol (Austria)
AT33:Tirol,2022,21.9,Females,65,Tirol (Austria)
AT33:Tirol,2023,22.4,Females,65,Tirol (Austria)
AT34:Vorarlberg,2013,22.2,Females,65,Vorarlberg (Austria)
AT34:Vorarlberg,2014,22.9,Females,65,Vorarlberg (Austria)
AT34:Vorarlberg,2015,22.2,Females,65,Vorarlberg (Austria)
AT34:Vorarlberg,2016,22.4,Females,65,Vorarlberg (Austria)
AT34:Vorarlberg,2017,22.1,Females,65,Vorarlberg (Austria)
AT34:Vorarlberg,2018,22.2,Females,65,Vorarlberg (Austria)
AT34:Vorarlberg,2019,22.6,Females,65,Vorarlberg (Austria)
AT34:Vorarlberg,2020,21.9,Females,65,Vorarlberg (Austria)
AT34:Vorarlberg,2021,22.4,Females,65,Vorarlberg (Austria)
AT34:Vorarlberg,2022,21.9,Females,65,Vorarlberg (Austria)
AT34:Vorarlberg,2023,22.8,Females,65,Vorarlberg (Austria)
BE10:R√©gion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2013,21.1,Females,65,RÈgion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest (Belgium)
BE10:R√©gion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2014,21.7,Females,65,RÈgion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest (Belgium)
BE10:R√©gion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2015,21.2,Females,65,RÈgion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest (Belgium)
BE10:R√©gion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2016,21.7,Females,65,RÈgion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest (Belgium)
BE10:R√©gion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2017,21.7,Females,65,RÈgion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest (Belgium)
BE10:R√©gion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2018,21.6,Females,65,RÈgion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest (Belgium)
BE10:R√©gion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2019,21.6,Females,65,RÈgion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest (Belgium)
BE10:R√©gion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2020,19.8,Females,65,RÈgion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest (Belgium)
BE10:R√©gion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2021,21.9,Females,65,RÈgion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest (Belgium)
BE10:R√©gion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2022,21.4,Females,65,RÈgion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest (Belgium)
BE10:R√©gion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2023,21.7,Females,65,RÈgion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest (Belgium)
BE10:R√©gion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2024,21.7,Females,65,RÈgion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest (Belgium)
BE21:Prov. Antwerpen,2013,21.5,Females,65,Prov. Antwerpen (Belgium)
BE21:Prov. Antwerpen,2014,22.1,Females,65,Prov. Antwerpen (Belgium)
BE21:Prov. Antwerpen,2015,21.7,Females,65,Prov. Antwerpen (Belgium)
BE21:Prov. Antwerpen,2016,22.2,Females,65,Prov. Antwerpen (Belgium)
BE21:Prov. Antwerpen,2017,22.1,Females,65,Prov. Antwerpen (Belgium)
BE21:Prov. Antwerpen,2018,22,Females,65,Prov. Antwerpen (Belgium)
BE21:Prov. Antwerpen,2019,22.3,Females,65,Prov. Antwerpen (Belgium)
BE21:Prov. Antwerpen,2020,21.2,Females,65,Prov. Antwerpen (Belgium)
BE21:Prov. Antwerpen,2021,22.5,Females,65,Prov. Antwerpen (Belgium)
BE21:Prov. Antwerpen,2022,21.9,Females,65,Prov. Antwerpen (Belgium)
BE21:Prov. Antwerpen,2023,22.6,Females,65,Prov. Antwerpen (Belgium)
BE21:Prov. Antwerpen,2024,22.5,Females,65,Prov. Antwerpen (Belgium)
BE22:Prov. Limburg (BE),2013,22,Females,65,Prov. Limburg (BE) (Belgium)
BE22:Prov. Limburg (BE),2014,22.6,Females,65,Prov. Limburg (BE) (Belgium)
BE22:Prov. Limburg (BE),2015,22.1,Females,65,Prov. Limburg (BE) (Belgium)
BE22:Prov. Limburg (BE),2016,22.8,Females,65,Prov. Limburg (BE) (Belgium)
BE22:Prov. Limburg (BE),2017,22.5,Females,65,Prov. Limburg (BE) (Belgium)
BE22:Prov. Limburg (BE),2018,22.7,Females,65,Prov. Limburg (BE) (Belgium)
BE22:Prov. Limburg (BE),2019,22.8,Females,65,Prov. Limburg (BE) (Belgium)
BE22:Prov. Limburg (BE),2020,21.8,Females,65,Prov. Limburg (BE) (Belgium)
BE22:Prov. Limburg (BE),2021,23,Females,65,Prov. Limburg (BE) (Belgium)
BE22:Prov. Limburg (BE),2022,22.1,Females,65,Prov. Limburg (BE) (Belgium)
BE22:Prov. Limburg (BE),2023,23.2,Females,65,Prov. Limburg (BE) (Belgium)
BE22:Prov. Limburg (BE),2024,22.5,Females,65,Prov. Limburg (BE) (Belgium)
BE23:Prov. Oost-Vlaanderen,2013,21.9,Females,65,Prov. Oost-Vlaanderen (Belgium)
BE23:Prov. Oost-Vlaanderen,2014,22.5,Females,65,Prov. Oost-Vlaanderen (Belgium)
BE23:Prov. Oost-Vlaanderen,2015,21.9,Females,65,Prov. Oost-Vlaanderen (Belgium)
BE23:Prov. Oost-Vlaanderen,2016,22.5,Females,65,Prov. Oost-Vlaanderen (Belgium)
BE23:Prov. Oost-Vlaanderen,2017,22.4,Females,65,Prov. Oost-Vlaanderen (Belgium)
BE23:Prov. Oost-Vlaanderen,2018,22.4,Females,65,Prov. Oost-Vlaanderen (Belgium)
BE23:Prov. Oost-Vlaanderen,2019,22.6,Females,65,Prov. Oost-Vlaanderen (Belgium)
BE23:Prov. Oost-Vlaanderen,2020,21.4,Females,65,Prov. Oost-Vlaanderen (Belgium)
BE23:Prov. Oost-Vlaanderen,2021,22.7,Females,65,Prov. Oost-Vlaanderen (Belgium)
BE23:Prov. Oost-Vlaanderen,2022,22.1,Females,65,Prov. Oost-Vlaanderen (Belgium)
BE23:Prov. Oost-Vlaanderen,2023,22.7,Females,65,Prov. Oost-Vlaanderen (Belgium)
BE23:Prov. Oost-Vlaanderen,2024,22.4,Females,65,Prov. Oost-Vlaanderen (Belgium)
BE24:Prov. Vlaams-Brabant,2013,22.3,Females,65,Prov. Vlaams-Brabant (Belgium)
BE24:Prov. Vlaams-Brabant,2014,22.7,Females,65,Prov. Vlaams-Brabant (Belgium)
BE24:Prov. Vlaams-Brabant,2015,22.6,Females,65,Prov. Vlaams-Brabant (Belgium)
BE24:Prov. Vlaams-Brabant,2016,22.6,Females,65,Prov. Vlaams-Brabant (Belgium)
BE24:Prov. Vlaams-Brabant,2017,22.8,Females,65,Prov. Vlaams-Brabant (Belgium)
BE24:Prov. Vlaams-Brabant,2018,22.7,Females,65,Prov. Vlaams-Brabant (Belgium)
BE24:Prov. Vlaams-Brabant,2019,22.8,Females,65,Prov. Vlaams-Brabant (Belgium)
BE24:Prov. Vlaams-Brabant,2020,21.8,Females,65,Prov. Vlaams-Brabant (Belgium)
BE24:Prov. Vlaams-Brabant,2021,23.2,Females,65,Prov. Vlaams-Brabant (Belgium)
BE24:Prov. Vlaams-Brabant,2022,22.4,Females,65,Prov. Vlaams-Brabant (Belgium)
BE24:Prov. Vlaams-Brabant,2023,23,Females,65,Prov. Vlaams-Brabant (Belgium)
BE24:Prov. Vlaams-Brabant,2024,22.8,Females,65,Prov. Vlaams-Brabant (Belgium)
BE25:Prov. West-Vlaanderen,2013,22.4,Females,65,Prov. West-Vlaanderen (Belgium)
BE25:Prov. West-Vlaanderen,2014,23,Females,65,Prov. West-Vlaanderen (Belgium)
BE25:Prov. West-Vlaanderen,2015,22.5,Females,65,Prov. West-Vlaanderen (Belgium)
BE25:Prov. West-Vlaanderen,2016,23.1,Females,65,Prov. West-Vlaanderen (Belgium)
BE25:Prov. West-Vlaanderen,2017,22.8,Females,65,Prov. West-Vlaanderen (Belgium)
BE25:Prov. West-Vlaanderen,2018,22.8,Females,65,Prov. West-Vlaanderen (Belgium)
BE25:Prov. West-Vlaanderen,2019,23.4,Females,65,Prov. West-Vlaanderen (Belgium)
BE25:Prov. West-Vlaanderen,2020,22,Females,65,Prov. West-Vlaanderen (Belgium)
BE25:Prov. West-Vlaanderen,2021,23,Females,65,Prov. West-Vlaanderen (Belgium)
BE25:Prov. West-Vlaanderen,2022,22.7,Females,65,Prov. West-Vlaanderen (Belgium)
BE25:Prov. West-Vlaanderen,2023,23.1,Females,65,Prov. West-Vlaanderen (Belgium)
BE25:Prov. West-Vlaanderen,2024,22.7,Females,65,Prov. West-Vlaanderen (Belgium)
BE31:Prov. Brabant wallon,2013,21.7,Females,65,Prov. Brabant wallon (Belgium)
BE31:Prov. Brabant wallon,2014,21.8,Females,65,Prov. Brabant wallon (Belgium)
BE31:Prov. Brabant wallon,2015,21.2,Females,65,Prov. Brabant wallon (Belgium)
BE31:Prov. Brabant wallon,2016,22,Females,65,Prov. Brabant wallon (Belgium)
BE31:Prov. Brabant wallon,2017,22.1,Females,65,Prov. Brabant wallon (Belgium)
BE31:Prov. Brabant wallon,2018,22.3,Females,65,Prov. Brabant wallon (Belgium)
BE31:Prov. Brabant wallon,2019,22.7,Females,65,Prov. Brabant wallon (Belgium)
BE31:Prov. Brabant wallon,2020,21.4,Females,65,Prov. Brabant wallon (Belgium)
BE31:Prov. Brabant wallon,2021,22.3,Females,65,Prov. Brabant wallon (Belgium)
BE31:Prov. Brabant wallon,2022,22.1,Females,65,Prov. Brabant wallon (Belgium)
BE31:Prov. Brabant wallon,2023,22.6,Females,65,Prov. Brabant wallon (Belgium)
BE31:Prov. Brabant wallon,2024,22.5,Females,65,Prov. Brabant wallon (Belgium)
BE32:Prov. Hainaut,2013,20.4,Females,65,Prov. Hainaut (Belgium)
BE32:Prov. Hainaut,2014,20.6,Females,65,Prov. Hainaut (Belgium)
BE32:Prov. Hainaut,2015,20.3,Females,65,Prov. Hainaut (Belgium)
BE32:Prov. Hainaut,2016,20.6,Females,65,Prov. Hainaut (Belgium)
BE32:Prov. Hainaut,2017,20.7,Females,65,Prov. Hainaut (Belgium)
BE32:Prov. Hainaut,2018,20.7,Females,65,Prov. Hainaut (Belgium)
BE32:Prov. Hainaut,2019,20.9,Females,65,Prov. Hainaut (Belgium)
BE32:Prov. Hainaut,2020,19.2,Females,65,Prov. Hainaut (Belgium)
BE32:Prov. Hainaut,2021,20.5,Females,65,Prov. Hainaut (Belgium)
BE32:Prov. Hainaut,2022,20.2,Females,65,Prov. Hainaut (Belgium)
BE32:Prov. Hainaut,2023,20.6,Females,65,Prov. Hainaut (Belgium)
BE32:Prov. Hainaut,2024,20.9,Females,65,Prov. Hainaut (Belgium)
BE33:Prov. Li√®ge,2013,20.3,Females,65,Prov. LiËge (Belgium)
BE33:Prov. Li√®ge,2014,20.8,Females,65,Prov. LiËge (Belgium)
BE33:Prov. Li√®ge,2015,20.3,Females,65,Prov. LiËge (Belgium)
BE33:Prov. Li√®ge,2016,20.7,Females,65,Prov. LiËge (Belgium)
BE33:Prov. Li√®ge,2017,20.6,Females,65,Prov. LiËge (Belgium)
BE33:Prov. Li√®ge,2018,20.6,Females,65,Prov. LiËge (Belgium)
BE33:Prov. Li√®ge,2019,20.9,Females,65,Prov. LiËge (Belgium)
BE33:Prov. Li√®ge,2020,19.1,Females,65,Prov. LiËge (Belgium)
BE33:Prov. Li√®ge,2021,20.9,Females,65,Prov. LiËge (Belgium)
BE33:Prov. Li√®ge,2022,20.1,Females,65,Prov. LiËge (Belgium)
BE33:Prov. Li√®ge,2023,20.8,Females,65,Prov. LiËge (Belgium)
BE33:Prov. Li√®ge,2024,20.9,Females,65,Prov. LiËge (Belgium)
BE34:Prov. Luxembourg (BE),2013,21.3,Females,65,Prov. Luxembourg (BE) (Belgium)
BE34:Prov. Luxembourg (BE),2014,21.9,Females,65,Prov. Luxembourg (BE) (Belgium)
BE34:Prov. Luxembourg (BE),2015,21.1,Females,65,Prov. Luxembourg (BE) (Belgium)
BE34:Prov. Luxembourg (BE),2016,21.8,Females,65,Prov. Luxembourg (BE) (Belgium)
BE34:Prov. Luxembourg (BE),2017,21.2,Females,65,Prov. Luxembourg (BE) (Belgium)
BE34:Prov. Luxembourg (BE),2018,21.3,Females,65,Prov. Luxembourg (BE) (Belgium)
BE34:Prov. Luxembourg (BE),2019,21.8,Females,65,Prov. Luxembourg (BE) (Belgium)
BE34:Prov. Luxembourg (BE),2020,20.6,Females,65,Prov. Luxembourg (BE) (Belgium)
BE34:Prov. Luxembourg (BE),2021,21.2,Females,65,Prov. Luxembourg (BE) (Belgium)
BE34:Prov. Luxembourg (BE),2022,20.9,Females,65,Prov. Luxembourg (BE) (Belgium)
BE34:Prov. Luxembourg (BE),2023,20.8,Females,65,Prov. Luxembourg (BE) (Belgium)
BE34:Prov. Luxembourg (BE),2024,21.1,Females,65,Prov. Luxembourg (BE) (Belgium)
BE35:Prov. Namur,2013,20.3,Females,65,Prov. Namur (Belgium)
BE35:Prov. Namur,2014,20.8,Females,65,Prov. Namur (Belgium)
BE35:Prov. Namur,2015,20.7,Females,65,Prov. Namur (Belgium)
BE35:Prov. Namur,2016,21,Females,65,Prov. Namur (Belgium)
BE35:Prov. Namur,2017,20.9,Females,65,Prov. Namur (Belgium)
BE35:Prov. Namur,2018,21.2,Females,65,Prov. Namur (Belgium)
BE35:Prov. Namur,2019,21.1,Females,65,Prov. Namur (Belgium)
BE35:Prov. Namur,2020,19.8,Females,65,Prov. Namur (Belgium)
BE35:Prov. Namur,2021,21,Females,65,Prov. Namur (Belgium)
BE35:Prov. Namur,2022,20.8,Females,65,Prov. Namur (Belgium)
BE35:Prov. Namur,2023,21.2,Females,65,Prov. Namur (Belgium)
BE35:Prov. Namur,2024,21,Females,65,Prov. Namur (Belgium)
BG31:Severozapaden,2013,17.5,Females,65,????????????? (Bulgaria)
BG31:Severozapaden,2014,17.1,Females,65,????????????? (Bulgaria)
BG31:Severozapaden,2015,17.1,Females,65,????????????? (Bulgaria)
BG31:Severozapaden,2016,17.5,Females,65,????????????? (Bulgaria)
BG31:Severozapaden,2017,17.1,Females,65,????????????? (Bulgaria)
BG31:Severozapaden,2018,17.4,Females,65,????????????? (Bulgaria)
BG31:Severozapaden,2019,17.4,Females,65,????????????? (Bulgaria)
BG31:Severozapaden,2020,16.5,Females,65,????????????? (Bulgaria)
BG31:Severozapaden,2021,15,Females,65,????????????? (Bulgaria)
BG31:Severozapaden,2022,16.8,Females,65,????????????? (Bulgaria)
BG31:Severozapaden,2023,18.1,Females,65,????????????? (Bulgaria)
BG31:Severozapaden,2024,18,Females,65,????????????? (Bulgaria)
BG32:Severen tsentralen,2013,17.3,Females,65,??????? ????????? (Bulgaria)
BG32:Severen tsentralen,2014,17,Females,65,??????? ????????? (Bulgaria)
BG32:Severen tsentralen,2015,17.2,Females,65,??????? ????????? (Bulgaria)
BG32:Severen tsentralen,2016,17.7,Females,65,??????? ????????? (Bulgaria)
BG32:Severen tsentralen,2017,17.3,Females,65,??????? ????????? (Bulgaria)
BG32:Severen tsentralen,2018,17.5,Females,65,??????? ????????? (Bulgaria)
BG32:Severen tsentralen,2019,17.6,Females,65,??????? ????????? (Bulgaria)
BG32:Severen tsentralen,2020,16.5,Females,65,??????? ????????? (Bulgaria)
BG32:Severen tsentralen,2021,14.8,Females,65,??????? ????????? (Bulgaria)
BG32:Severen tsentralen,2022,16.7,Females,65,??????? ????????? (Bulgaria)
BG32:Severen tsentralen,2023,18.3,Females,65,??????? ????????? (Bulgaria)
BG32:Severen tsentralen,2024,18.1,Females,65,??????? ????????? (Bulgaria)
BG33:Severoiztochen,2013,17.5,Females,65,????????????? (Bulgaria)
BG33:Severoiztochen,2014,17.4,Females,65,????????????? (Bulgaria)
BG33:Severoiztochen,2015,17.4,Females,65,????????????? (Bulgaria)
BG33:Severoiztochen,2016,17.6,Females,65,????????????? (Bulgaria)
BG33:Severoiztochen,2017,17.7,Females,65,????????????? (Bulgaria)
BG33:Severoiztochen,2018,17.7,Females,65,????????????? (Bulgaria)
BG33:Severoiztochen,2019,18,Females,65,????????????? (Bulgaria)
BG33:Severoiztochen,2020,16.9,Females,65,????????????? (Bulgaria)
BG33:Severoiztochen,2021,15.3,Females,65,????????????? (Bulgaria)
BG33:Severoiztochen,2022,17.2,Females,65,????????????? (Bulgaria)
BG33:Severoiztochen,2023,18.5,Females,65,????????????? (Bulgaria)
BG33:Severoiztochen,2024,18.7,Females,65,????????????? (Bulgaria)
BG34:Yugoiztochen,2013,17.6,Females,65,?????????? (Bulgaria)
BG34:Yugoiztochen,2014,17.5,Females,65,?????????? (Bulgaria)
BG34:Yugoiztochen,2015,17.4,Females,65,?????????? (Bulgaria)
BG34:Yugoiztochen,2016,18,Females,65,?????????? (Bulgaria)
BG34:Yugoiztochen,2017,17.7,Females,65,?????????? (Bulgaria)
BG34:Yugoiztochen,2018,18,Females,65,?????????? (Bulgaria)
BG34:Yugoiztochen,2019,18.1,Females,65,?????????? (Bulgaria)
BG34:Yugoiztochen,2020,17.1,Females,65,?????????? (Bulgaria)
BG34:Yugoiztochen,2021,15.9,Females,65,?????????? (Bulgaria)
BG34:Yugoiztochen,2022,17.3,Females,65,?????????? (Bulgaria)
BG34:Yugoiztochen,2023,18.8,Females,65,?????????? (Bulgaria)
BG34:Yugoiztochen,2024,18.9,Females,65,?????????? (Bulgaria)
BG41:Yugozapaden,2013,18.2,Females,65,?????????? (Bulgaria)
BG41:Yugozapaden,2014,18.1,Females,65,?????????? (Bulgaria)
BG41:Yugozapaden,2015,18,Females,65,?????????? (Bulgaria)
BG41:Yugozapaden,2016,18.2,Females,65,?????????? (Bulgaria)
BG41:Yugozapaden,2017,18.2,Females,65,?????????? (Bulgaria)
BG41:Yugozapaden,2018,18.4,Females,65,?????????? (Bulgaria)
BG41:Yugozapaden,2019,18.4,Females,65,?????????? (Bulgaria)
BG41:Yugozapaden,2020,17.7,Females,65,?????????? (Bulgaria)
BG41:Yugozapaden,2021,16,Females,65,?????????? (Bulgaria)
BG41:Yugozapaden,2022,17.7,Females,65,?????????? (Bulgaria)
BG41:Yugozapaden,2023,19.3,Females,65,?????????? (Bulgaria)
BG41:Yugozapaden,2024,19.3,Females,65,?????????? (Bulgaria)
BG42:Yuzhen tsentralen,2013,18.4,Females,65,???? ????????? (Bulgaria)
BG42:Yuzhen tsentralen,2014,18.1,Females,65,???? ????????? (Bulgaria)
BG42:Yuzhen tsentralen,2015,17.8,Females,65,???? ????????? (Bulgaria)
BG42:Yuzhen tsentralen,2016,18.2,Females,65,???? ????????? (Bulgaria)
BG42:Yuzhen tsentralen,2017,18,Females,65,???? ????????? (Bulgaria)
BG42:Yuzhen tsentralen,2018,18.5,Females,65,???? ????????? (Bulgaria)
BG42:Yuzhen tsentralen,2019,18.6,Females,65,???? ????????? (Bulgaria)
BG42:Yuzhen tsentralen,2020,17.2,Females,65,???? ????????? (Bulgaria)
BG42:Yuzhen tsentralen,2021,15.9,Females,65,???? ????????? (Bulgaria)
BG42:Yuzhen tsentralen,2022,17.7,Females,65,???? ????????? (Bulgaria)
BG42:Yuzhen tsentralen,2023,19,Females,65,???? ????????? (Bulgaria)
BG42:Yuzhen tsentralen,2024,19.1,Females,65,???? ????????? (Bulgaria)
CH01:R√©gion l√©manique,2013,22.9,Females,65,RÈgion lÈmanique (Switzerland)
CH01:R√©gion l√©manique,2014,23.4,Females,65,RÈgion lÈmanique (Switzerland)
CH01:R√©gion l√©manique,2015,22.9,Females,65,RÈgion lÈmanique (Switzerland)
CH01:R√©gion l√©manique,2016,23.8,Females,65,RÈgion lÈmanique (Switzerland)
CH01:R√©gion l√©manique,2017,23,Females,65,RÈgion lÈmanique (Switzerland)
CH01:R√©gion l√©manique,2018,23.6,Females,65,RÈgion lÈmanique (Switzerland)
CH01:R√©gion l√©manique,2019,23.6,Females,65,RÈgion lÈmanique (Switzerland)
CH01:R√©gion l√©manique,2020,22.1,Females,65,RÈgion lÈmanique (Switzerland)
CH01:R√©gion l√©manique,2021,24,Females,65,RÈgion lÈmanique (Switzerland)
CH01:R√©gion l√©manique,2022,22.8,Females,65,RÈgion lÈmanique (Switzerland)
CH01:R√©gion l√©manique,2023,23.7,Females,65,RÈgion lÈmanique (Switzerland)
CH02:Espace Mittelland,2013,22.2,Females,65,Espace Mittelland (Switzerland)
CH02:Espace Mittelland,2014,22.5,Females,65,Espace Mittelland (Switzerland)
CH02:Espace Mittelland,2015,22.1,Females,65,Espace Mittelland (Switzerland)
CH02:Espace Mittelland,2016,22.5,Females,65,Espace Mittelland (Switzerland)
CH02:Espace Mittelland,2017,22.5,Females,65,Espace Mittelland (Switzerland)
CH02:Espace Mittelland,2018,22.6,Females,65,Espace Mittelland (Switzerland)
CH02:Espace Mittelland,2019,22.6,Females,65,Espace Mittelland (Switzerland)
CH02:Espace Mittelland,2020,22.2,Females,65,Espace Mittelland (Switzerland)
CH02:Espace Mittelland,2021,22.6,Females,65,Espace Mittelland (Switzerland)
CH02:Espace Mittelland,2022,22.3,Females,65,Espace Mittelland (Switzerland)
CH02:Espace Mittelland,2023,22.7,Females,65,Espace Mittelland (Switzerland)
CH03:Nordwestschweiz,2013,22.4,Females,65,Nordwestschweiz (Switzerland)
