Country,year,ASMR_per_100k,age,Cause of death
Hungary,2021,4.623072863,all ages,(R) Abnormal-not elsewhere classified
Hungary,2021,255.0909257,all ages,(U071) Covid19 identified
Hungary,2021,2.384277098,all ages,(U072) Covid19 not identified
Italy,2021,18.55389164,all ages,(A_B) Infectious & parasitic diseases
Italy,2021,222.1250841,all ages,(C) Malignant Neoplasms
Italy,2021,11.89616744,all ages,(D00-D48) Neoplasms
Italy,2021,4.967746418,all ages,(D50-D89) Blood & blood-forming organs/ immune
Italy,2021,41.62882469,all ages,"(E) Endocrine, nutritional & metabolic diseases  "
Italy,2021,30.42601857,all ages,(F) Mental & behavioural disorders
Italy,2021,40.03120793,all ages,(G_H) Nervous system/ eye/ ear
Italy,2021,269.1340359,all ages,(I) Circulatory system
Italy,2021,56.06416583,all ages,(J) Rrespiratory system
Italy,2021,30.66909016,all ages,(K) Digestive system
Italy,2021,1.875689459,all ages,(L) Skin & subcutaneous tissue
Italy,2021,4.891113115,all ages,(M) Musculoskeletal system & connective tissue  
Italy,2021,18.49890976,all ages,(N) Genitourinary system
Italy,2021,0.018810553,all ages,"(O) Pregnancy, childbirth & the puerperium  "
Italy,2021,1.504387559,all ages,(P) Perinatal period
Italy,2021,2.243174532,all ages,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Italy,2021,32.72806987,all ages,(R) Abnormal-not elsewhere classified
Italy,2021,82.33671895,all ages,(U071) Covid19 identified
Italy,2021,0.516885823,all ages,(U072) Covid19 not identified
Lithuania,2021,23.97877088,all ages,(A_B) Infectious & parasitic diseases
Lithuania,2021,259.4765248,all ages,(C) Malignant Neoplasms
Lithuania,2021,6.6080157,all ages,(D00-D48) Neoplasms
Lithuania,2021,1.937697687,all ages,(D50-D89) Blood & blood-forming organs/ immune
Lithuania,2021,26.14844538,all ages,"(E) Endocrine, nutritional & metabolic diseases  "
Lithuania,2021,15.24422299,all ages,(F) Mental & behavioural disorders
Lithuania,2021,30.21566072,all ages,(G_H) Nervous system/ eye/ ear
Lithuania,2021,796.6580465,all ages,(I) Circulatory system
Lithuania,2021,36.37094102,all ages,(J) Rrespiratory system
Lithuania,2021,73.70764372,all ages,(K) Digestive system
Lithuania,2021,1.480951104,all ages,(L) Skin & subcutaneous tissue
Lithuania,2021,3.744651056,all ages,(M) Musculoskeletal system & connective tissue  
Lithuania,2021,8.632690138,all ages,(N) Genitourinary system
Lithuania,2021,0,all ages,"(O) Pregnancy, childbirth & the puerperium  "
Lithuania,2021,1.416853095,all ages,(P) Perinatal period
Lithuania,2021,2.139643557,all ages,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Lithuania,2021,10.15918574,all ages,(R) Abnormal-not elsewhere classified
Lithuania,2021,237.2390053,all ages,(U071) Covid19 identified
Lithuania,2021,0.550532945,all ages,(U072) Covid19 not identified
Netherlands,2021,18.07191717,all ages,(A_B) Infectious & parasitic diseases
Netherlands,2021,256.4280811,all ages,(C) Malignant Neoplasms
Netherlands,2021,12.0294559,all ages,(D00-D48) Neoplasms
Netherlands,2021,3.865968199,all ages,(D50-D89) Blood & blood-forming organs/ immune
Netherlands,2021,21.84110385,all ages,"(E) Endocrine, nutritional & metabolic diseases  "
Netherlands,2021,74.74725657,all ages,(F) Mental & behavioural disorders
Netherlands,2021,49.65664965,all ages,(G_H) Nervous system/ eye/ ear
Netherlands,2021,220.0020448,all ages,(I) Circulatory system
Netherlands,2021,60.19366468,all ages,(J) Rrespiratory system
Netherlands,2021,29.41210628,all ages,(K) Digestive system
Netherlands,2021,2.436987186,all ages,(L) Skin & subcutaneous tissue
Netherlands,2021,6.654185698,all ages,(M) Musculoskeletal system & connective tissue  
Netherlands,2021,22.65488457,all ages,(N) Genitourinary system
Netherlands,2021,0.030466813,all ages,"(O) Pregnancy, childbirth & the puerperium  "
Netherlands,2021,2.270247736,all ages,(P) Perinatal period
Netherlands,2021,2.463958181,all ages,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Netherlands,2021,55.12088749,all ages,(R) Abnormal-not elsewhere classified
Netherlands,2021,116.3133744,all ages,(U071) Covid19 identified
Netherlands,2021,1.834568323,all ages,(U072) Covid19 not identified
Norway,2021,19.28611532,all ages,(A_B) Infectious & parasitic diseases
Norway,2021,219.9752118,all ages,(C) Malignant Neoplasms
Norway,2021,5.241923339,all ages,(D00-D48) Neoplasms
Norway,2021,3.452260059,all ages,(D50-D89) Blood & blood-forming organs/ immune
Norway,2021,27.38667633,all ages,"(E) Endocrine, nutritional & metabolic diseases  "
Norway,2021,66.02266948,all ages,(F) Mental & behavioural disorders
Norway,2021,56.33666425,all ages,(G_H) Nervous system/ eye/ ear
Norway,2021,210.9617958,all ages,(I) Circulatory system
Norway,2021,74.98268975,all ages,(J) Rrespiratory system
Norway,2021,28.2466141,all ages,(K) Digestive system
Norway,2021,2.33166996,all ages,(L) Skin & subcutaneous tissue
Norway,2021,5.819593152,all ages,(M) Musculoskeletal system & connective tissue  
Norway,2021,19.53943893,all ages,(N) Genitourinary system
Norway,2021,0,all ages,"(O) Pregnancy, childbirth & the puerperium  "
Norway,2021,1.170851462,all ages,(P) Perinatal period
Norway,2021,2.5177988,all ages,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Norway,2021,26.30123458,all ages,(R) Abnormal-not elsewhere classified
Norway,2021,17.03340953,all ages,(U071) Covid19 identified
Norway,2021,0,all ages,(U072) Covid19 not identified
Poland,2021,6.214179779,all ages,(A_B) Infectious & parasitic diseases
Poland,2021,259.7597108,all ages,(C) Malignant Neoplasms
Poland,2021,23.60660482,all ages,(D00-D48) Neoplasms
Poland,2021,1.404806351,all ages,(D50-D89) Blood & blood-forming organs/ immune
Poland,2021,33.74364313,all ages,"(E) Endocrine, nutritional & metabolic diseases  "
Poland,2021,13.75891162,all ages,(F) Mental & behavioural disorders
Poland,2021,25.20366687,all ages,(G_H) Nervous system/ eye/ ear
Poland,2021,541.8491087,all ages,(I) Circulatory system
Poland,2021,82.38216303,all ages,(J) Rrespiratory system
Poland,2021,56.75362739,all ages,(K) Digestive system
Poland,2021,1.733892943,all ages,(L) Skin & subcutaneous tissue
Poland,2021,1.953429977,all ages,(M) Musculoskeletal system & connective tissue  
Poland,2021,18.1029643,all ages,(N) Genitourinary system
Poland,2021,0.017513977,all ages,"(O) Pregnancy, childbirth & the puerperium  "
Poland,2021,1.732985068,all ages,(P) Perinatal period
Poland,2021,2.260018792,all ages,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Poland,2021,106.0688344,all ages,(R) Abnormal-not elsewhere classified
Poland,2021,255.8884104,all ages,(U071) Covid19 identified
Poland,2021,4.13400164,all ages,(U072) Covid19 not identified
Portugal,2021,18.9422204,all ages,(A_B) Infectious & parasitic diseases
Portugal,2021,231.0516661,all ages,(C) Malignant Neoplasms
Portugal,2021,5.764456079,all ages,(D00-D48) Neoplasms
Portugal,2021,4.299600298,all ages,(D50-D89) Blood & blood-forming organs/ immune
Portugal,2021,42.30851505,all ages,"(E) Endocrine, nutritional & metabolic diseases  "
Portugal,2021,49.49862936,all ages,(F) Mental & behavioural disorders
Portugal,2021,34.47829046,all ages,(G_H) Nervous system/ eye/ ear
Portugal,2021,256.6236706,all ages,(I) Circulatory system
Portugal,2021,83.33969503,all ages,(J) Rrespiratory system
Portugal,2021,44.08706863,all ages,(K) Digestive system
Portugal,2021,4.818939057,all ages,(L) Skin & subcutaneous tissue
Portugal,2021,3.691679483,all ages,(M) Musculoskeletal system & connective tissue  
Portugal,2021,33.18924897,all ages,(N) Genitourinary system
Portugal,2021,0.104386325,all ages,"(O) Pregnancy, childbirth & the puerperium  "
Portugal,2021,1.3824823,all ages,(P) Perinatal period
Portugal,2021,2.107541603,all ages,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Portugal,2021,62.36659136,all ages,(R) Abnormal-not elsewhere classified
Portugal,2021,105.7865731,all ages,(U071) Covid19 identified
Portugal,2021,0.21085766,all ages,(U072) Covid19 not identified
Romania,2021,23.61080672,all ages,(A_B) Infectious & parasitic diseases
Romania,2021,242.7782276,all ages,(C) Malignant Neoplasms
Romania,2021,2.074858567,all ages,(D00-D48) Neoplasms
Romania,2021,0.98909273,all ages,(D50-D89) Blood & blood-forming organs/ immune
Romania,2021,25.14861475,all ages,"(E) Endocrine, nutritional & metabolic diseases  "
Romania,2021,2.391492223,all ages,(F) Mental & behavioural disorders
Romania,2021,23.67228092,all ages,(G_H) Nervous system/ eye/ ear
Romania,2021,1005.068191,all ages,(I) Circulatory system
Romania,2021,129.9917195,all ages,(J) Rrespiratory system
Romania,2021,80.94692307,all ages,(K) Digestive system
Romania,2021,0.52082441,all ages,(L) Skin & subcutaneous tissue
Romania,2021,0.285622008,all ages,(M) Musculoskeletal system & connective tissue  
Romania,2021,23.78234774,all ages,(N) Genitourinary system
Romania,2021,0.279935216,all ages,"(O) Pregnancy, childbirth & the puerperium  "
Romania,2021,1.922248568,all ages,(P) Perinatal period
Romania,2021,1.630170575,all ages,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Romania,2021,5.064422285,all ages,(R) Abnormal-not elsewhere classified
Romania,2021,221.8609569,all ages,(U071) Covid19 identified
Romania,2021,0.178265834,all ages,(U072) Covid19 not identified
Slovenia,2021,5.131107672,all ages,(A_B) Infectious & parasitic diseases
Slovenia,2021,277.4190649,all ages,(C) Malignant Neoplasms
Slovenia,2021,2.598894265,all ages,(D00-D48) Neoplasms
Slovenia,2021,1.142701491,all ages,(D50-D89) Blood & blood-forming organs/ immune
Slovenia,2021,25.16794942,all ages,"(E) Endocrine, nutritional & metabolic diseases  "
Slovenia,2021,17.49566643,all ages,(F) Mental & behavioural disorders
Slovenia,2021,45.89403973,all ages,(G_H) Nervous system/ eye/ ear
Slovenia,2021,356.7878491,all ages,(I) Circulatory system
Slovenia,2021,31.1630013,all ages,(J) Rrespiratory system
Slovenia,2021,40.00050209,all ages,(K) Digestive system
Slovenia,2021,0.302926433,all ages,(L) Skin & subcutaneous tissue
Slovenia,2021,3.269624355,all ages,(M) Musculoskeletal system & connective tissue  
Slovenia,2021,6.305096137,all ages,(N) Genitourinary system
Slovenia,2021,0,all ages,"(O) Pregnancy, childbirth & the puerperium  "
Slovenia,2021,0.810610897,all ages,(P) Perinatal period
Slovenia,2021,1.829436055,all ages,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Slovenia,2021,0.385967261,all ages,(R) Abnormal-not elsewhere classified
Slovenia,2021,132.3137208,all ages,(U071) Covid19 identified
Slovenia,2021,7.251128412,all ages,(U072) Covid19 not identified
Slovakia,2021,26.2850721,all ages,(A_B) Infectious & parasitic diseases
Slovakia,2021,274.0200185,all ages,(C) Malignant Neoplasms
Slovakia,2021,3.148310439,all ages,(D00-D48) Neoplasms
Slovakia,2021,0.778904621,all ages,(D50-D89) Blood & blood-forming organs/ immune
Slovakia,2021,21.25285274,all ages,"(E) Endocrine, nutritional & metabolic diseases  "
Slovakia,2021,11.89040874,all ages,(F) Mental & behavioural disorders
Slovakia,2021,25.69699503,all ages,(G_H) Nervous system/ eye/ ear
Slovakia,2021,638.3818058,all ages,(I) Circulatory system
Slovakia,2021,157.5868518,all ages,(J) Rrespiratory system
Slovakia,2021,69.07086535,all ages,(K) Digestive system
Slovakia,2021,4.78323676,all ages,(L) Skin & subcutaneous tissue
Slovakia,2021,0.853661148,all ages,(M) Musculoskeletal system & connective tissue  
Slovakia,2021,28.41834782,all ages,(N) Genitourinary system
Slovakia,2021,0.017620059,all ages,"(O) Pregnancy, childbirth & the puerperium  "
Slovakia,2021,1.917272248,all ages,(P) Perinatal period
Slovakia,2021,2.248069899,all ages,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Slovakia,2021,31.90568595,all ages,(R) Abnormal-not elsewhere classified
Slovakia,2021,313.5175781,all ages,(U071) Covid19 identified
Slovakia,2021,1.632504756,all ages,(U072) Covid19 not identified
Austria,2013,34.84733026,65+,(A_B) Infectious & parasitic diseases
Austria,2013,989.6487421,65+,(C) Malignant Neoplasms
Austria,2013,39.3676525,65+,(D00-D48) Neoplasms
Austria,2013,10.17358294,65+,(D50-D89) Blood & blood-forming organs/ immune
Austria,2013,208.1683315,65+,"(E) Endocrine, nutritional & metabolic diseases  "
Austria,2013,78.58303519,65+,(F) Mental & behavioural disorders
Austria,2013,166.6521164,65+,(G_H) Nervous system/ eye/ ear
Austria,2013,2099.418027,65+,(I) Circulatory system
Austria,2013,231.2707123,65+,(J) Rrespiratory system
Austria,2013,131.2895262,65+,(K) Digestive system
Austria,2013,3.47665071,65+,(L) Skin & subcutaneous tissue
Austria,2013,14.18025773,65+,(M) Musculoskeletal system & connective tissue  
Austria,2013,90.41819899,65+,(N) Genitourinary system
Austria,2013,0,65+,"(O) Pregnancy, childbirth & the puerperium  "
Austria,2013,0,65+,(P) Perinatal period
Austria,2013,3.313926776,65+,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Austria,2013,45.91976914,65+,(R) Abnormal-not elsewhere classified
Austria,2013,0,65+,(U071) Covid19 identified
Austria,2013,0,65+,(U072) Covid19 not identified
Belgium,2013,121.547284,65+,(A_B) Infectious & parasitic diseases
Belgium,2013,1025.982145,65+,(C) Malignant Neoplasms
Belgium,2013,60.6862004,65+,(D00-D48) Neoplasms
Belgium,2013,16.1826335,65+,(D50-D89) Blood & blood-forming organs/ immune
Belgium,2013,123.949793,65+,"(E) Endocrine, nutritional & metabolic diseases  "
Belgium,2013,218.9808503,65+,(F) Mental & behavioural disorders
Belgium,2013,237.2926603,65+,(G_H) Nervous system/ eye/ ear
Belgium,2013,1403.386612,65+,(I) Circulatory system
Belgium,2013,511.2413689,65+,(J) Rrespiratory system
Belgium,2013,172.2631202,65+,(K) Digestive system
Belgium,2013,13.65552623,65+,(L) Skin & subcutaneous tissue
Belgium,2013,23.6820675,65+,(M) Musculoskeletal system & connective tissue  
Belgium,2013,122.3113799,65+,(N) Genitourinary system
Belgium,2013,0,65+,"(O) Pregnancy, childbirth & the puerperium  "
Belgium,2013,0.049763188,65+,(P) Perinatal period
Belgium,2013,1.727617387,65+,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Belgium,2013,216.1993662,65+,(R) Abnormal-not elsewhere classified
Belgium,2013,0,65+,(U071) Covid19 identified
Belgium,2013,0,65+,(U072) Covid19 not identified
Bulgaria,2013,17.33898856,65+,(A_B) Infectious & parasitic diseases
Bulgaria,2013,832.4271278,65+,(C) Malignant Neoplasms
Bulgaria,2013,7.702185406,65+,(D00-D48) Neoplasms
Bulgaria,2013,8.307641247,65+,(D50-D89) Blood & blood-forming organs/ immune
Bulgaria,2013,86.44469153,65+,"(E) Endocrine, nutritional & metabolic diseases  "
Bulgaria,2013,4.92875043,65+,(F) Mental & behavioural disorders
Bulgaria,2013,52.89279418,65+,(G_H) Nervous system/ eye/ ear
Bulgaria,2013,4856.299063,65+,(I) Circulatory system
Bulgaria,2013,211.1976985,65+,(J) Rrespiratory system
Bulgaria,2013,155.6015045,65+,(K) Digestive system
Bulgaria,2013,2.37573818,65+,(L) Skin & subcutaneous tissue
Bulgaria,2013,1.733877802,65+,(M) Musculoskeletal system & connective tissue  
Bulgaria,2013,73.70019347,65+,(N) Genitourinary system
Bulgaria,2013,0,65+,"(O) Pregnancy, childbirth & the puerperium  "
Bulgaria,2013,0,65+,(P) Perinatal period
Bulgaria,2013,0.463296218,65+,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Bulgaria,2013,236.5187691,65+,(R) Abnormal-not elsewhere classified
Bulgaria,2013,0,65+,(U071) Covid19 identified
Bulgaria,2013,0,65+,(U072) Covid19 not identified
Switzerland,2013,42.54040318,65+,(A_B) Infectious & parasitic diseases
Switzerland,2013,919.4884219,65+,(C) Malignant Neoplasms
Switzerland,2013,37.43376195,65+,(D00-D48) Neoplasms
Switzerland,2013,9.512809847,65+,(D50-D89) Blood & blood-forming organs/ immune
Switzerland,2013,107.0717715,65+,"(E) Endocrine, nutritional & metabolic diseases  "
Switzerland,2013,336.4989963,65+,(F) Mental & behavioural disorders
Switzerland,2013,215.602367,65+,(G_H) Nervous system/ eye/ ear
Switzerland,2013,1417.836364,65+,(I) Circulatory system
Switzerland,2013,269.5459336,65+,(J) Rrespiratory system
Switzerland,2013,146.3570846,65+,(K) Digestive system
Switzerland,2013,6.001958105,65+,(L) Skin & subcutaneous tissue
Switzerland,2013,40.85337437,65+,(M) Musculoskeletal system & connective tissue  
Switzerland,2013,65.9078232,65+,(N) Genitourinary system
Switzerland,2013,0,65+,"(O) Pregnancy, childbirth & the puerperium  "
Switzerland,2013,0,65+,(P) Perinatal period
Switzerland,2013,3.87411298,65+,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Switzerland,2013,122.2100963,65+,(R) Abnormal-not elsewhere classified
Switzerland,2013,0,65+,(U071) Covid19 identified
Switzerland,2013,0,65+,(U072) Covid19 not identified
Cyprus,2013,71.67518883,65+,(A_B) Infectious & parasitic diseases
Cyprus,2013,818.0080834,65+,(C) Malignant Neoplasms
Cyprus,2013,34.53903403,65+,(D00-D48) Neoplasms
Cyprus,2013,27.82237258,65+,(D50-D89) Blood & blood-forming organs/ immune
Cyprus,2013,404.3350406,65+,"(E) Endocrine, nutritional & metabolic diseases  "
Cyprus,2013,92.34037649,65+,(F) Mental & behavioural disorders
Cyprus,2013,139.9777915,65+,(G_H) Nervous system/ eye/ ear
Cyprus,2013,1654.2828,65+,(I) Circulatory system
Cyprus,2013,418.823715,65+,(J) Rrespiratory system
Cyprus,2013,163.7332823,65+,(K) Digestive system
Cyprus,2013,27.13633911,65+,(L) Skin & subcutaneous tissue
Cyprus,2013,22.44376298,65+,(M) Musculoskeletal system & connective tissue  
Cyprus,2013,179.203424,65+,(N) Genitourinary system
Cyprus,2013,0,65+,"(O) Pregnancy, childbirth & the puerperium  "
Cyprus,2013,0,65+,(P) Perinatal period
Cyprus,2013,1.70994925,65+,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Cyprus,2013,170.3401499,65+,(R) Abnormal-not elsewhere classified
Cyprus,2013,0,65+,(U071) Covid19 identified
Cyprus,2013,0,65+,(U072) Covid19 not identified
Czechia,2013,83.4717112,65+,(A_B) Infectious & parasitic diseases
Czechia,2013,1130.234493,65+,(C) Malignant Neoplasms
Czechia,2013,19.54434529,65+,(D00-D48) Neoplasms
Czechia,2013,10.18983977,65+,(D50-D89) Blood & blood-forming organs/ immune
Czechia,2013,240.4021805,65+,"(E) Endocrine, nutritional & metabolic diseases  "
Czechia,2013,75.95470876,65+,(F) Mental & behavioural disorders
Czechia,2013,129.6501799,65+,(G_H) Nervous system/ eye/ ear
Czechia,2013,3104.366402,65+,(I) Circulatory system
Czechia,2013,363.7252722,65+,(J) Rrespiratory system
Czechia,2013,167.1266441,65+,(K) Digestive system
Czechia,2013,7.634082524,65+,(L) Skin & subcutaneous tissue
Czechia,2013,7.613668213,65+,(M) Musculoskeletal system & connective tissue  
Czechia,2013,68.35473659,65+,(N) Genitourinary system
Czechia,2013,0,65+,"(O) Pregnancy, childbirth & the puerperium  "
Czechia,2013,0,65+,(P) Perinatal period
Czechia,2013,2.271588227,65+,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Czechia,2013,44.81415452,65+,(R) Abnormal-not elsewhere classified
Czechia,2013,0,65+,(U071) Covid19 identified
Czechia,2013,0,65+,(U072) Covid19 not identified
Denmark,2013,93.26822158,65+,(A_B) Infectious & parasitic diseases
Denmark,2013,1233.780883,65+,(C) Malignant Neoplasms
Denmark,2013,25.22259787,65+,(D00-D48) Neoplasms
Denmark,2013,24.37056966,65+,(D50-D89) Blood & blood-forming organs/ immune
Denmark,2013,148.7833292,65+,"(E) Endocrine, nutritional & metabolic diseases  "
Denmark,2013,298.9571866,65+,(F) Mental & behavioural disorders
Denmark,2013,188.3827639,65+,(G_H) Nervous system/ eye/ ear
Denmark,2013,1255.023582,65+,(I) Circulatory system
Denmark,2013,611.2727042,65+,(J) Rrespiratory system
Denmark,2013,161.2394864,65+,(K) Digestive system
Denmark,2013,5.056027141,65+,(L) Skin & subcutaneous tissue
Denmark,2013,35.28454805,65+,(M) Musculoskeletal system & connective tissue  
Denmark,2013,89.46089668,65+,(N) Genitourinary system
Denmark,2013,0,65+,"(O) Pregnancy, childbirth & the puerperium  "
Denmark,2013,0,65+,(P) Perinatal period
Denmark,2013,3.124772133,65+,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Denmark,2013,399.3972928,65+,(R) Abnormal-not elsewhere classified
Denmark,2013,0,65+,(U071) Covid19 identified
Denmark,2013,0,65+,(U072) Covid19 not identified
Estonia,2013,10.94936811,65+,(A_B) Infectious & parasitic diseases
Estonia,2013,1145.113196,65+,(C) Malignant Neoplasms
Estonia,2013,26.27468091,65+,(D00-D48) Neoplasms
Estonia,2013,8.529227679,65+,(D50-D89) Blood & blood-forming organs/ immune
Estonia,2013,55.81242397,65+,"(E) Endocrine, nutritional & metabolic diseases  "
Estonia,2013,20.72564579,65+,(F) Mental & behavioural disorders
Estonia,2013,72.76275055,65+,(G_H) Nervous system/ eye/ ear
Estonia,2013,3263.987226,65+,(I) Circulatory system
Estonia,2013,175.2637126,65+,(J) Rrespiratory system
Estonia,2013,127.9932157,65+,(K) Digestive system
Estonia,2013,3.847389776,65+,(L) Skin & subcutaneous tissue
Estonia,2013,14.55075088,65+,(M) Musculoskeletal system & connective tissue  
Estonia,2013,46.23077406,65+,(N) Genitourinary system
Estonia,2013,0,65+,"(O) Pregnancy, childbirth & the puerperium  "
Estonia,2013,0,65+,(P) Perinatal period
Estonia,2013,1.311485792,65+,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Estonia,2013,116.5338043,65+,(R) Abnormal-not elsewhere classified
Estonia,2013,0,65+,(U071) Covid19 identified
Estonia,2013,0,65+,(U072) Covid19 not identified
Greece,2013,44.30743757,65+,(A_B) Infectious & parasitic diseases
Greece,2013,968.0944386,65+,(C) Malignant Neoplasms
Greece,2013,0.411707536,65+,(D00-D48) Neoplasms
Greece,2013,18.03108553,65+,(D50-D89) Blood & blood-forming organs/ immune
Greece,2013,62.83670681,65+,"(E) Endocrine, nutritional & metabolic diseases  "
Greece,2013,4.93383186,65+,(F) Mental & behavioural disorders
Greece,2013,59.33183059,65+,(G_H) Nervous system/ eye/ ear
Greece,2013,1879.6366,65+,(I) Circulatory system
Greece,2013,464.5455411,65+,(J) Rrespiratory system
Greece,2013,104.5084245,65+,(K) Digestive system
Greece,2013,0.822997229,65+,(L) Skin & subcutaneous tissue
Greece,2013,14.8800174,65+,(M) Musculoskeletal system & connective tissue  
Greece,2013,88.13922067,65+,(N) Genitourinary system
Greece,2013,0,65+,"(O) Pregnancy, childbirth & the puerperium  "
Greece,2013,0,65+,(P) Perinatal period
Greece,2013,0,65+,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Greece,2013,487.4739587,65+,(R) Abnormal-not elsewhere classified
Greece,2013,0,65+,(U071) Covid19 identified
Greece,2013,0,65+,(U072) Covid19 not identified
Spain,2013,51.61460933,65+,(A_B) Infectious & parasitic diseases
Spain,2013,920.496883,65+,(C) Malignant Neoplasms
Spain,2013,37.47392871,65+,(D00-D48) Neoplasms
Spain,2013,15.96526249,65+,(D50-D89) Blood & blood-forming organs/ immune
Spain,2013,123.5208141,65+,"(E) Endocrine, nutritional & metabolic diseases  "
Spain,2013,184.2540653,65+,(F) Mental & behavioural disorders
Spain,2013,215.2658998,65+,(G_H) Nervous system/ eye/ ear
Spain,2013,1191.92228,65+,(I) Circulatory system
Spain,2013,444.0375019,65+,(J) Rrespiratory system
Spain,2013,175.7866417,65+,(K) Digestive system
Spain,2013,13.96843923,65+,(L) Skin & subcutaneous tissue
Spain,2013,34.80358771,65+,(M) Musculoskeletal system & connective tissue  
Spain,2013,124.0358665,65+,(N) Genitourinary system
Spain,2013,0,65+,"(O) Pregnancy, childbirth & the puerperium  "
Spain,2013,0,65+,(P) Perinatal period
Spain,2013,1.56481152,65+,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Spain,2013,81.28547981,65+,(R) Abnormal-not elsewhere classified
Spain,2013,0,65+,(U071) Covid19 identified
Spain,2013,0,65+,(U072) Covid19 not identified
Finland,2013,26.03537913,65+,(A_B) Infectious & parasitic diseases
Finland,2013,912.8043202,65+,(C) Malignant Neoplasms
Finland,2013,30.04696838,65+,(D00-D48) Neoplasms
Finland,2013,5.218310343,65+,(D50-D89) Blood & blood-forming organs/ immune
Finland,2013,43.15597506,65+,"(E) Endocrine, nutritional & metabolic diseases  "
Finland,2013,229.8993892,65+,(F) Mental & behavioural disorders
Finland,2013,692.3794399,65+,(G_H) Nervous system/ eye/ ear
Finland,2013,1801.889405,65+,(I) Circulatory system
Finland,2013,166.666026,65+,(J) Rrespiratory system
Finland,2013,134.7026092,65+,(K) Digestive system
Finland,2013,2.282482621,65+,(L) Skin & subcutaneous tissue
Finland,2013,18.99779806,65+,(M) Musculoskeletal system & connective tissue  
Finland,2013,37.28468125,65+,(N) Genitourinary system
Finland,2013,0,65+,"(O) Pregnancy, childbirth & the puerperium  "
Finland,2013,0,65+,(P) Perinatal period
Finland,2013,3.352792753,65+,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Finland,2013,19.45786528,65+,(R) Abnormal-not elsewhere classified
Finland,2013,0,65+,(U071) Covid19 identified
Finland,2013,0,65+,(U072) Covid19 not identified
France,2013,71.25801077,65+,(A_B) Infectious & parasitic diseases
France,2013,931.3273355,65+,(C) Malignant Neoplasms
France,2013,47.47545677,65+,(D00-D48) Neoplasms
France,2013,13.87128407,65+,(D50-D89) Blood & blood-forming organs/ immune
France,2013,137.2921068,65+,"(E) Endocrine, nutritional & metabolic diseases  "
France,2013,147.5834296,65+,(F) Mental & behavioural disorders
France,2013,245.2066757,65+,(G_H) Nervous system/ eye/ ear
France,2013,986.1859259,65+,(I) Circulatory system
France,2013,265.3993508,65+,(J) Rrespiratory system
France,2013,136.2421017,65+,(K) Digestive system
France,2013,9.46308602,65+,(L) Skin & subcutaneous tissue
France,2013,28.64548483,65+,(M) Musculoskeletal system & connective tissue  
France,2013,64.44092035,65+,(N) Genitourinary system
France,2013,0,65+,"(O) Pregnancy, childbirth & the puerperium  "
France,2013,0.17762289,65+,(P) Perinatal period
France,2013,2.173259881,65+,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
France,2013,333.1240267,65+,(R) Abnormal-not elsewhere classified
France,2013,0,65+,(U071) Covid19 identified
France,2013,0,65+,(U072) Covid19 not identified
Croatia,2013,32.24071092,65+,(A_B) Infectious & parasitic diseases
Croatia,2013,1265.360062,65+,(C) Malignant Neoplasms
Croatia,2013,28.90443935,65+,(D00-D48) Neoplasms
Croatia,2013,2.179815315,65+,(D50-D89) Blood & blood-forming organs/ immune
Croatia,2013,153.8055705,65+,"(E) Endocrine, nutritional & metabolic diseases  "
Croatia,2013,145.1206518,65+,(F) Mental & behavioural disorders
Croatia,2013,89.34936666,65+,(G_H) Nervous system/ eye/ ear
Croatia,2013,3278.299914,65+,(I) Circulatory system
Croatia,2013,269.4631671,65+,(J) Rrespiratory system
Croatia,2013,196.4753386,65+,(K) Digestive system
Croatia,2013,1.06383851,65+,(L) Skin & subcutaneous tissue
Croatia,2013,12.62175287,65+,(M) Musculoskeletal system & connective tissue  
Croatia,2013,90.56884116,65+,(N) Genitourinary system
Croatia,2013,0,65+,"(O) Pregnancy, childbirth & the puerperium  "
Croatia,2013,0,65+,(P) Perinatal period
Croatia,2013,0.268256844,65+,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Croatia,2013,77.80909576,65+,(R) Abnormal-not elsewhere classified
Croatia,2013,0,65+,(U071) Covid19 identified
