Country,year,ASMR_per_100k,age,Cause of death
Finland,2020,0.150365875,15-44,(D50-D89) Blood & blood-forming organs/ immune
Finland,2020,2.735962118,15-44,"(E) Endocrine, nutritional & metabolic diseases  "
Finland,2020,3.094651225,15-44,(F) Mental & behavioural disorders
Finland,2020,1.908419662,15-44,(G_H) Nervous system/ eye/ ear
Finland,2020,8.855731022,15-44,(I) Circulatory system
Finland,2020,0.55382249,15-44,(J) Rrespiratory system
Finland,2020,5.412215276,15-44,(K) Digestive system
Finland,2020,0,15-44,(L) Skin & subcutaneous tissue
Finland,2020,0.150580081,15-44,(M) Musculoskeletal system & connective tissue  
Finland,2020,0.207726435,15-44,(N) Genitourinary system
Finland,2020,0.097570315,15-44,"(O) Pregnancy, childbirth & the puerperium  "
Finland,2020,0.050853452,15-44,(P) Perinatal period
Finland,2020,1.164195691,15-44,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Finland,2020,0.891923119,15-44,(R) Abnormal-not elsewhere classified
Finland,2020,0.302623104,15-44,(U071) Covid19 identified
Finland,2020,0,15-44,(U072) Covid19 not identified
France,2020,0.87560037,15-44,(A_B) Infectious & parasitic diseases
France,2020,14.02604778,15-44,(C) Malignant Neoplasms
France,2020,0.467972315,15-44,(D00-D48) Neoplasms
France,2020,0.31188108,15-44,(D50-D89) Blood & blood-forming organs/ immune
France,2020,1.280215348,15-44,"(E) Endocrine, nutritional & metabolic diseases  "
France,2020,2.345765084,15-44,(F) Mental & behavioural disorders
France,2020,2.319166329,15-44,(G_H) Nervous system/ eye/ ear
France,2020,5.446905057,15-44,(I) Circulatory system
France,2020,1.160640408,15-44,(J) Rrespiratory system
France,2020,2.267732419,15-44,(K) Digestive system
France,2020,0.050554179,15-44,(L) Skin & subcutaneous tissue
France,2020,0.281061351,15-44,(M) Musculoskeletal system & connective tissue  
France,2020,0.208398747,15-44,(N) Genitourinary system
France,2020,0.171475799,15-44,"(O) Pregnancy, childbirth & the puerperium  "
France,2020,0,15-44,(P) Perinatal period
France,2020,0.670425413,15-44,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
France,2020,9.515132705,15-44,(R) Abnormal-not elsewhere classified
France,2020,1.243406971,15-44,(U071) Covid19 identified
France,2020,0.319397457,15-44,(U072) Covid19 not identified
Croatia,2020,0.40520863,15-44,(A_B) Infectious & parasitic diseases
Croatia,2020,14.22600667,15-44,(C) Malignant Neoplasms
Croatia,2020,0.264476446,15-44,(D00-D48) Neoplasms
Croatia,2020,0,15-44,(D50-D89) Blood & blood-forming organs/ immune
Croatia,2020,1.734971631,15-44,"(E) Endocrine, nutritional & metabolic diseases  "
Croatia,2020,2.854478871,15-44,(F) Mental & behavioural disorders
Croatia,2020,4.159018748,15-44,(G_H) Nervous system/ eye/ ear
Croatia,2020,8.828623304,15-44,(I) Circulatory system
Croatia,2020,0.796914434,15-44,(J) Rrespiratory system
Croatia,2020,2.919170727,15-44,(K) Digestive system
Croatia,2020,0,15-44,(L) Skin & subcutaneous tissue
Croatia,2020,0.339602264,15-44,(M) Musculoskeletal system & connective tissue  
Croatia,2020,0.395880668,15-44,(N) Genitourinary system
Croatia,2020,0.133621413,15-44,"(O) Pregnancy, childbirth & the puerperium  "
Croatia,2020,0,15-44,(P) Perinatal period
Croatia,2020,1.674724583,15-44,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Croatia,2020,2.134525508,15-44,(R) Abnormal-not elsewhere classified
Croatia,2020,2.260141887,15-44,(U071) Covid19 identified
Croatia,2020,0.065992164,15-44,(U072) Covid19 not identified
Hungary,2020,0.608367164,15-44,(A_B) Infectious & parasitic diseases
Hungary,2020,17.13398448,15-44,(C) Malignant Neoplasms
Hungary,2020,0.23706723,15-44,(D00-D48) Neoplasms
Hungary,2020,0.358708664,15-44,(D50-D89) Blood & blood-forming organs/ immune
Hungary,2020,2.334921384,15-44,"(E) Endocrine, nutritional & metabolic diseases  "
Hungary,2020,2.865282727,15-44,(F) Mental & behavioural disorders
Hungary,2020,3.095385873,15-44,(G_H) Nervous system/ eye/ ear
Hungary,2020,14.94498008,15-44,(I) Circulatory system
Hungary,2020,3.155291155,15-44,(J) Rrespiratory system
Hungary,2020,8.3765051,15-44,(K) Digestive system
Hungary,2020,0.028662155,15-44,(L) Skin & subcutaneous tissue
Hungary,2020,0.512246384,15-44,(M) Musculoskeletal system & connective tissue  
Hungary,2020,0.768685793,15-44,(N) Genitourinary system
Hungary,2020,0.35163167,15-44,"(O) Pregnancy, childbirth & the puerperium  "
Hungary,2020,0,15-44,(P) Perinatal period
Hungary,2020,1.851087003,15-44,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Hungary,2020,0.683118306,15-44,(R) Abnormal-not elsewhere classified
Hungary,2020,3.271450825,15-44,(U071) Covid19 identified
Hungary,2020,0.177609754,15-44,(U072) Covid19 not identified
Italy,2020,1.069262828,15-44,(A_B) Infectious & parasitic diseases
Italy,2020,12.84951433,15-44,(C) Malignant Neoplasms
Italy,2020,0.601723597,15-44,(D00-D48) Neoplasms
Italy,2020,0.310612236,15-44,(D50-D89) Blood & blood-forming organs/ immune
Italy,2020,1.266733677,15-44,"(E) Endocrine, nutritional & metabolic diseases  "
Italy,2020,0.681214245,15-44,(F) Mental & behavioural disorders
Italy,2020,2.041101478,15-44,(G_H) Nervous system/ eye/ ear
Italy,2020,5.58413938,15-44,(I) Circulatory system
Italy,2020,1.396495588,15-44,(J) Rrespiratory system
Italy,2020,1.58706062,15-44,(K) Digestive system
Italy,2020,0.034227304,15-44,(L) Skin & subcutaneous tissue
Italy,2020,0.253699592,15-44,(M) Musculoskeletal system & connective tissue  
Italy,2020,0.182946336,15-44,(N) Genitourinary system
Italy,2020,0.051070841,15-44,"(O) Pregnancy, childbirth & the puerperium  "
Italy,2020,0.085371124,15-44,(P) Perinatal period
Italy,2020,0.765330782,15-44,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Italy,2020,3.880203888,15-44,(R) Abnormal-not elsewhere classified
Italy,2020,1.654675719,15-44,(U071) Covid19 identified
Italy,2020,0.111412145,15-44,(U072) Covid19 not identified
Lithuania,2020,5.270981959,15-44,(A_B) Infectious & parasitic diseases
Lithuania,2020,17.6056879,15-44,(C) Malignant Neoplasms
Lithuania,2020,0.729947539,15-44,(D00-D48) Neoplasms
Lithuania,2020,0.298045087,15-44,(D50-D89) Blood & blood-forming organs/ immune
Lithuania,2020,2.453967323,15-44,"(E) Endocrine, nutritional & metabolic diseases  "
Lithuania,2020,0.528053922,15-44,(F) Mental & behavioural disorders
Lithuania,2020,5.949450419,15-44,(G_H) Nervous system/ eye/ ear
Lithuania,2020,22.8305204,15-44,(I) Circulatory system
Lithuania,2020,5.543515939,15-44,(J) Rrespiratory system
Lithuania,2020,20.84086965,15-44,(K) Digestive system
Lithuania,2020,0.211027871,15-44,(L) Skin & subcutaneous tissue
Lithuania,2020,0.10599818,15-44,(M) Musculoskeletal system & connective tissue  
Lithuania,2020,0.721069318,15-44,(N) Genitourinary system
Lithuania,2020,0,15-44,"(O) Pregnancy, childbirth & the puerperium  "
Lithuania,2020,0,15-44,(P) Perinatal period
Lithuania,2020,0.793469765,15-44,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Lithuania,2020,8.057585392,15-44,(R) Abnormal-not elsewhere classified
Lithuania,2020,2.38811257,15-44,(U071) Covid19 identified
Lithuania,2020,0,15-44,(U072) Covid19 not identified
Netherlands,2020,0.549721508,15-44,(A_B) Infectious & parasitic diseases
Netherlands,2020,12.74394301,15-44,(C) Malignant Neoplasms
Netherlands,2020,0.75569199,15-44,(D00-D48) Neoplasms
Netherlands,2020,0.164383491,15-44,(D50-D89) Blood & blood-forming organs/ immune
Netherlands,2020,1.346877179,15-44,"(E) Endocrine, nutritional & metabolic diseases  "
Netherlands,2020,2.248720315,15-44,(F) Mental & behavioural disorders
Netherlands,2020,2.078950053,15-44,(G_H) Nervous system/ eye/ ear
Netherlands,2020,4.40501365,15-44,(I) Circulatory system
Netherlands,2020,0.672735638,15-44,(J) Rrespiratory system
Netherlands,2020,2.114015368,15-44,(K) Digestive system
Netherlands,2020,0.053012862,15-44,(L) Skin & subcutaneous tissue
Netherlands,2020,0.355690466,15-44,(M) Musculoskeletal system & connective tissue  
Netherlands,2020,0.17557372,15-44,(N) Genitourinary system
Netherlands,2020,0.033274441,15-44,"(O) Pregnancy, childbirth & the puerperium  "
Netherlands,2020,0,15-44,(P) Perinatal period
Netherlands,2020,0.799844144,15-44,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Netherlands,2020,2.806991404,15-44,(R) Abnormal-not elsewhere classified
Netherlands,2020,0.913510615,15-44,(U071) Covid19 identified
Netherlands,2020,0.323642094,15-44,(U072) Covid19 not identified
Norway,2020,0.259208634,15-44,(A_B) Infectious & parasitic diseases
Norway,2020,9.277045412,15-44,(C) Malignant Neoplasms
Norway,2020,0.105974093,15-44,(D00-D48) Neoplasms
Norway,2020,0.144786366,15-44,(D50-D89) Blood & blood-forming organs/ immune
Norway,2020,1.0774936,15-44,"(E) Endocrine, nutritional & metabolic diseases  "
Norway,2020,0.69411567,15-44,(F) Mental & behavioural disorders
Norway,2020,2.209226706,15-44,(G_H) Nervous system/ eye/ ear
Norway,2020,4.449123614,15-44,(I) Circulatory system
Norway,2020,1.114223807,15-44,(J) Rrespiratory system
Norway,2020,1.156518071,15-44,(K) Digestive system
Norway,2020,0,15-44,(L) Skin & subcutaneous tissue
Norway,2020,0.094356376,15-44,(M) Musculoskeletal system & connective tissue  
Norway,2020,0.051555397,15-44,(N) Genitourinary system
Norway,2020,0.085601958,15-44,"(O) Pregnancy, childbirth & the puerperium  "
Norway,2020,0,15-44,(P) Perinatal period
Norway,2020,0.842313737,15-44,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Norway,2020,0.976365634,15-44,(R) Abnormal-not elsewhere classified
Norway,2020,0.098586307,15-44,(U071) Covid19 identified
Norway,2020,0,15-44,(U072) Covid19 not identified
Poland,2020,0.970883038,15-44,(A_B) Infectious & parasitic diseases
Poland,2020,13.80739141,15-44,(C) Malignant Neoplasms
Poland,2020,0.745850681,15-44,(D00-D48) Neoplasms
Poland,2020,0.126568207,15-44,(D50-D89) Blood & blood-forming organs/ immune
Poland,2020,1.977791501,15-44,"(E) Endocrine, nutritional & metabolic diseases  "
Poland,2020,4.050443401,15-44,(F) Mental & behavioural disorders
Poland,2020,2.421800269,15-44,(G_H) Nervous system/ eye/ ear
Poland,2020,11.10899658,15-44,(I) Circulatory system
Poland,2020,4.469006237,15-44,(J) Rrespiratory system
Poland,2020,12.49561134,15-44,(K) Digestive system
Poland,2020,0.117901932,15-44,(L) Skin & subcutaneous tissue
Poland,2020,0.21802486,15-44,(M) Musculoskeletal system & connective tissue  
Poland,2020,0.511769177,15-44,(N) Genitourinary system
Poland,2020,0.063827777,15-44,"(O) Pregnancy, childbirth & the puerperium  "
Poland,2020,0,15-44,(P) Perinatal period
Poland,2020,0.535545208,15-44,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Poland,2020,14.03657283,15-44,(R) Abnormal-not elsewhere classified
Poland,2020,4.180343571,15-44,(U071) Covid19 identified
Poland,2020,0.218733315,15-44,(U072) Covid19 not identified
Portugal,2020,2.228655516,15-44,(A_B) Infectious & parasitic diseases
Portugal,2020,17.25045305,15-44,(C) Malignant Neoplasms
Portugal,2020,0.211737743,15-44,(D00-D48) Neoplasms
Portugal,2020,0.268445199,15-44,(D50-D89) Blood & blood-forming organs/ immune
Portugal,2020,1.298657761,15-44,"(E) Endocrine, nutritional & metabolic diseases  "
Portugal,2020,0.739619368,15-44,(F) Mental & behavioural disorders
Portugal,2020,3.626042194,15-44,(G_H) Nervous system/ eye/ ear
Portugal,2020,7.505238416,15-44,(I) Circulatory system
Portugal,2020,1.545572468,15-44,(J) Rrespiratory system
Portugal,2020,2.705730551,15-44,(K) Digestive system
Portugal,2020,0.051640855,15-44,(L) Skin & subcutaneous tissue
Portugal,2020,0.162798979,15-44,(M) Musculoskeletal system & connective tissue  
Portugal,2020,0.181538999,15-44,(N) Genitourinary system
Portugal,2020,0.501616099,15-44,"(O) Pregnancy, childbirth & the puerperium  "
Portugal,2020,0.028832033,15-44,(P) Perinatal period
Portugal,2020,1.039291144,15-44,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Portugal,2020,4.829319742,15-44,(R) Abnormal-not elsewhere classified
Portugal,2020,1.424105136,15-44,(U071) Covid19 identified
Portugal,2020,0.027854828,15-44,(U072) Covid19 not identified
Romania,2020,4.821556309,15-44,(A_B) Infectious & parasitic diseases
Romania,2020,19.41782382,15-44,(C) Malignant Neoplasms
Romania,2020,0.156220775,15-44,(D00-D48) Neoplasms
Romania,2020,0.248859789,15-44,(D50-D89) Blood & blood-forming organs/ immune
Romania,2020,0.611995832,15-44,"(E) Endocrine, nutritional & metabolic diseases  "
Romania,2020,0.409098942,15-44,(F) Mental & behavioural disorders
Romania,2020,2.428025976,15-44,(G_H) Nervous system/ eye/ ear
Romania,2020,19.33218588,15-44,(I) Circulatory system
Romania,2020,11.51945995,15-44,(J) Rrespiratory system
Romania,2020,13.07524774,15-44,(K) Digestive system
Romania,2020,0.134846517,15-44,(L) Skin & subcutaneous tissue
Romania,2020,0.118216991,15-44,(M) Musculoskeletal system & connective tissue  
Romania,2020,1.283895157,15-44,(N) Genitourinary system
Romania,2020,0.433010962,15-44,"(O) Pregnancy, childbirth & the puerperium  "
Romania,2020,0,15-44,(P) Perinatal period
Romania,2020,0.226830749,15-44,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Romania,2020,2.210924116,15-44,(R) Abnormal-not elsewhere classified
Romania,2020,5.577002312,15-44,(U071) Covid19 identified
Romania,2020,0.093802511,15-44,(U072) Covid19 not identified
Slovenia,2020,0.497264034,15-44,(A_B) Infectious & parasitic diseases
Slovenia,2020,11.26509203,15-44,(C) Malignant Neoplasms
Slovenia,2020,0.139187272,15-44,(D00-D48) Neoplasms
Slovenia,2020,0.126749311,15-44,(D50-D89) Blood & blood-forming organs/ immune
Slovenia,2020,0.278374543,15-44,"(E) Endocrine, nutritional & metabolic diseases  "
Slovenia,2020,2.768146791,15-44,(F) Mental & behavioural disorders
Slovenia,2020,1.787676451,15-44,(G_H) Nervous system/ eye/ ear
Slovenia,2020,4.29502594,15-44,(I) Circulatory system
Slovenia,2020,0.229163887,15-44,(J) Rrespiratory system
Slovenia,2020,1.438524911,15-44,(K) Digestive system
Slovenia,2020,0,15-44,(L) Skin & subcutaneous tissue
Slovenia,2020,0,15-44,(M) Musculoskeletal system & connective tissue  
Slovenia,2020,0,15-44,(N) Genitourinary system
Slovenia,2020,0.152741986,15-44,"(O) Pregnancy, childbirth & the puerperium  "
Slovenia,2020,0,15-44,(P) Perinatal period
Slovenia,2020,1.042962507,15-44,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Slovenia,2020,0,15-44,(R) Abnormal-not elsewhere classified
Slovenia,2020,1.421085049,15-44,(U071) Covid19 identified
Slovenia,2020,0,15-44,(U072) Covid19 not identified
Slovakia,2020,0.773475997,15-44,(A_B) Infectious & parasitic diseases
Slovakia,2020,15.11327369,15-44,(C) Malignant Neoplasms
Slovakia,2020,0.042346128,15-44,(D00-D48) Neoplasms
Slovakia,2020,0.288562276,15-44,(D50-D89) Blood & blood-forming organs/ immune
Slovakia,2020,1.504633064,15-44,"(E) Endocrine, nutritional & metabolic diseases  "
Slovakia,2020,0.867824028,15-44,(F) Mental & behavioural disorders
Slovakia,2020,3.911287594,15-44,(G_H) Nervous system/ eye/ ear
Slovakia,2020,14.35732862,15-44,(I) Circulatory system
Slovakia,2020,3.896912744,15-44,(J) Rrespiratory system
Slovakia,2020,12.07200661,15-44,(K) Digestive system
Slovakia,2020,0.124874065,15-44,(L) Skin & subcutaneous tissue
Slovakia,2020,0.165055875,15-44,(M) Musculoskeletal system & connective tissue  
Slovakia,2020,0.608420042,15-44,(N) Genitourinary system
Slovakia,2020,0.042346128,15-44,"(O) Pregnancy, childbirth & the puerperium  "
Slovakia,2020,0,15-44,(P) Perinatal period
Slovakia,2020,0.748728805,15-44,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Slovakia,2020,0.521335265,15-44,(R) Abnormal-not elsewhere classified
Slovakia,2020,2.108286141,15-44,(U071) Covid19 identified
Slovakia,2020,0,15-44,(U072) Covid19 not identified
Austria,2021,0.781847913,15-44,(A_B) Infectious & parasitic diseases
Austria,2021,11.4045123,15-44,(C) Malignant Neoplasms
Austria,2021,0.276132798,15-44,(D00-D48) Neoplasms
Austria,2021,0.155296018,15-44,(D50-D89) Blood & blood-forming organs/ immune
Austria,2021,2.223187176,15-44,"(E) Endocrine, nutritional & metabolic diseases  "
Austria,2021,2.959593135,15-44,(F) Mental & behavioural disorders
Austria,2021,1.979005628,15-44,(G_H) Nervous system/ eye/ ear
Austria,2021,6.637761719,15-44,(I) Circulatory system
Austria,2021,0.910284356,15-44,(J) Rrespiratory system
Austria,2021,3.541325106,15-44,(K) Digestive system
Austria,2021,0,15-44,(L) Skin & subcutaneous tissue
Austria,2021,0.085069614,15-44,(M) Musculoskeletal system & connective tissue  
Austria,2021,0.15515054,15-44,(N) Genitourinary system
Austria,2021,0.057675505,15-44,"(O) Pregnancy, childbirth & the puerperium  "
Austria,2021,0,15-44,(P) Perinatal period
Austria,2021,1.499430359,15-44,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Austria,2021,0.472388266,15-44,(R) Abnormal-not elsewhere classified
Austria,2021,2.013492408,15-44,(U071) Covid19 identified
Austria,2021,0,15-44,(U072) Covid19 not identified
Belgium,2021,0.737390284,15-44,(A_B) Infectious & parasitic diseases
Belgium,2021,11.81889813,15-44,(C) Malignant Neoplasms
Belgium,2021,0.263216983,15-44,(D00-D48) Neoplasms
Belgium,2021,0.284938926,15-44,(D50-D89) Blood & blood-forming organs/ immune
Belgium,2021,0.965703604,15-44,"(E) Endocrine, nutritional & metabolic diseases  "
Belgium,2021,1.987708449,15-44,(F) Mental & behavioural disorders
Belgium,2021,2.421395714,15-44,(G_H) Nervous system/ eye/ ear
Belgium,2021,5.85401898,15-44,(I) Circulatory system
Belgium,2021,1.50712651,15-44,(J) Rrespiratory system
Belgium,2021,2.972526447,15-44,(K) Digestive system
Belgium,2021,0.09104381,15-44,(L) Skin & subcutaneous tissue
Belgium,2021,0.120625855,15-44,(M) Musculoskeletal system & connective tissue  
Belgium,2021,0.210849431,15-44,(N) Genitourinary system
Belgium,2021,0.143411363,15-44,"(O) Pregnancy, childbirth & the puerperium  "
Belgium,2021,0,15-44,(P) Perinatal period
Belgium,2021,0.687433131,15-44,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Belgium,2021,3.470928732,15-44,(R) Abnormal-not elsewhere classified
Belgium,2021,2.01702183,15-44,(U071) Covid19 identified
Belgium,2021,0.213959473,15-44,(U072) Covid19 not identified
Bulgaria,2021,2.440162548,15-44,(A_B) Infectious & parasitic diseases
Bulgaria,2021,18.67193606,15-44,(C) Malignant Neoplasms
Bulgaria,2021,0.113515369,15-44,(D00-D48) Neoplasms
Bulgaria,2021,0.363211682,15-44,(D50-D89) Blood & blood-forming organs/ immune
Bulgaria,2021,1.899562779,15-44,"(E) Endocrine, nutritional & metabolic diseases  "
Bulgaria,2021,0.385098226,15-44,(F) Mental & behavioural disorders
Bulgaria,2021,3.356986757,15-44,(G_H) Nervous system/ eye/ ear
Bulgaria,2021,38.77652539,15-44,(I) Circulatory system
Bulgaria,2021,8.908744386,15-44,(J) Rrespiratory system
Bulgaria,2021,10.26689678,15-44,(K) Digestive system
Bulgaria,2021,0.186919766,15-44,(L) Skin & subcutaneous tissue
Bulgaria,2021,0.236657526,15-44,(M) Musculoskeletal system & connective tissue  
Bulgaria,2021,1.56182416,15-44,(N) Genitourinary system
Bulgaria,2021,0.126931173,15-44,"(O) Pregnancy, childbirth & the puerperium  "
Bulgaria,2021,0,15-44,(P) Perinatal period
Bulgaria,2021,0.206197047,15-44,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Bulgaria,2021,2.63620145,15-44,(R) Abnormal-not elsewhere classified
Bulgaria,2021,27.80255947,15-44,(U071) Covid19 identified
Bulgaria,2021,0.686879268,15-44,(U072) Covid19 not identified
Switzerland,2021,0.270691639,15-44,(A_B) Infectious & parasitic diseases
Switzerland,2021,8.658695501,15-44,(C) Malignant Neoplasms
Switzerland,2021,0.147008206,15-44,(D00-D48) Neoplasms
Switzerland,2021,0.119655721,15-44,(D50-D89) Blood & blood-forming organs/ immune
Switzerland,2021,0.704758175,15-44,"(E) Endocrine, nutritional & metabolic diseases  "
Switzerland,2021,1.666631023,15-44,(F) Mental & behavioural disorders
Switzerland,2021,1.867946732,15-44,(G_H) Nervous system/ eye/ ear
Switzerland,2021,3.44897636,15-44,(I) Circulatory system
Switzerland,2021,0.469847592,15-44,(J) Rrespiratory system
Switzerland,2021,0.870463073,15-44,(K) Digestive system
Switzerland,2021,0.059896729,15-44,(L) Skin & subcutaneous tissue
Switzerland,2021,0.184281748,15-44,(M) Musculoskeletal system & connective tissue  
Switzerland,2021,0.057737413,15-44,(N) Genitourinary system
Switzerland,2021,0.144213373,15-44,"(O) Pregnancy, childbirth & the puerperium  "
Switzerland,2021,0,15-44,(P) Perinatal period
Switzerland,2021,0.617698175,15-44,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Switzerland,2021,3.970826019,15-44,(R) Abnormal-not elsewhere classified
Switzerland,2021,0.931131711,15-44,(U071) Covid19 identified
Switzerland,2021,0.088191172,15-44,(U072) Covid19 not identified
Cyprus,2021,0.92130541,15-44,(A_B) Infectious & parasitic diseases
Cyprus,2021,10.18213152,15-44,(C) Malignant Neoplasms
Cyprus,2021,0,15-44,(D00-D48) Neoplasms
Cyprus,2021,0,15-44,(D50-D89) Blood & blood-forming organs/ immune
Cyprus,2021,2.19184737,15-44,"(E) Endocrine, nutritional & metabolic diseases  "
Cyprus,2021,1.10171781,15-44,(F) Mental & behavioural disorders
Cyprus,2021,1.04639931,15-44,(G_H) Nervous system/ eye/ ear
Cyprus,2021,9.142699752,15-44,(I) Circulatory system
Cyprus,2021,0.485073022,15-44,(J) Rrespiratory system
Cyprus,2021,1.063591177,15-44,(K) Digestive system
Cyprus,2021,0,15-44,(L) Skin & subcutaneous tissue
Cyprus,2021,0.507375272,15-44,(M) Musculoskeletal system & connective tissue  
Cyprus,2021,0.594342538,15-44,(N) Genitourinary system
Cyprus,2021,0,15-44,"(O) Pregnancy, childbirth & the puerperium  "
Cyprus,2021,0,15-44,(P) Perinatal period
Cyprus,2021,0.630612009,15-44,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Cyprus,2021,0.766419908,15-44,(R) Abnormal-not elsewhere classified
Cyprus,2021,3.653544303,15-44,(U071) Covid19 identified
Cyprus,2021,0,15-44,(U072) Covid19 not identified
Czechia,2021,1.272592433,15-44,(A_B) Infectious & parasitic diseases
Czechia,2021,14.02920703,15-44,(C) Malignant Neoplasms
Czechia,2021,0.170720974,15-44,(D00-D48) Neoplasms
Czechia,2021,0.223187716,15-44,(D50-D89) Blood & blood-forming organs/ immune
Czechia,2021,1.755609116,15-44,"(E) Endocrine, nutritional & metabolic diseases  "
Czechia,2021,0.520752902,15-44,(F) Mental & behavioural disorders
Czechia,2021,2.593174624,15-44,(G_H) Nervous system/ eye/ ear
Czechia,2021,11.84746641,15-44,(I) Circulatory system
Czechia,2021,3.179124514,15-44,(J) Rrespiratory system
Czechia,2021,9.499619391,15-44,(K) Digestive system
Czechia,2021,0.050759565,15-44,(L) Skin & subcutaneous tissue
Czechia,2021,0.119961409,15-44,(M) Musculoskeletal system & connective tissue  
Czechia,2021,0.47876188,15-44,(N) Genitourinary system
Czechia,2021,0.129144799,15-44,"(O) Pregnancy, childbirth & the puerperium  "
Czechia,2021,0,15-44,(P) Perinatal period
Czechia,2021,0.496583398,15-44,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Czechia,2021,3.905486539,15-44,(R) Abnormal-not elsewhere classified
Czechia,2021,6.363245667,15-44,(U071) Covid19 identified
Czechia,2021,0.271697097,15-44,(U072) Covid19 not identified
Denmark,2021,0.528095644,15-44,(A_B) Infectious & parasitic diseases
Denmark,2021,10.18291714,15-44,(C) Malignant Neoplasms
Denmark,2021,0.193227003,15-44,(D00-D48) Neoplasms
Denmark,2021,0.288394145,15-44,(D50-D89) Blood & blood-forming organs/ immune
Denmark,2021,1.600873267,15-44,"(E) Endocrine, nutritional & metabolic diseases  "
Denmark,2021,1.012332802,15-44,(F) Mental & behavioural disorders
Denmark,2021,2.164075702,15-44,(G_H) Nervous system/ eye/ ear
Denmark,2021,4.63432082,15-44,(I) Circulatory system
Denmark,2021,1.12985245,15-44,(J) Rrespiratory system
Denmark,2021,2.400125696,15-44,(K) Digestive system
Denmark,2021,0,15-44,(L) Skin & subcutaneous tissue
Denmark,2021,0.147455575,15-44,(M) Musculoskeletal system & connective tissue  
Denmark,2021,0.213378888,15-44,(N) Genitourinary system
Denmark,2021,0,15-44,"(O) Pregnancy, childbirth & the puerperium  "
Denmark,2021,0,15-44,(P) Perinatal period
Denmark,2021,0.689549967,15-44,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Denmark,2021,2.556139447,15-44,(R) Abnormal-not elsewhere classified
Denmark,2021,0.916070434,15-44,(U071) Covid19 identified
Denmark,2021,0,15-44,(U072) Covid19 not identified
Estonia,2021,5.412935855,15-44,(A_B) Infectious & parasitic diseases
Estonia,2021,12.25263788,15-44,(C) Malignant Neoplasms
Estonia,2021,0.20048816,15-44,(D00-D48) Neoplasms
Estonia,2021,0.401493312,15-44,(D50-D89) Blood & blood-forming organs/ immune
Estonia,2021,2.00843417,15-44,"(E) Endocrine, nutritional & metabolic diseases  "
Estonia,2021,1.589541743,15-44,(F) Mental & behavioural disorders
Estonia,2021,6.485613864,15-44,(G_H) Nervous system/ eye/ ear
Estonia,2021,12.32110176,15-44,(I) Circulatory system
Estonia,2021,1.223603852,15-44,(J) Rrespiratory system
Estonia,2021,15.46801596,15-44,(K) Digestive system
Estonia,2021,0.20048816,15-44,(L) Skin & subcutaneous tissue
Estonia,2021,0.20048816,15-44,(M) Musculoskeletal system & connective tissue  
Estonia,2021,0,15-44,(N) Genitourinary system
Estonia,2021,0,15-44,"(O) Pregnancy, childbirth & the puerperium  "
Estonia,2021,0,15-44,(P) Perinatal period
Estonia,2021,0.721364248,15-44,"(Q) Congenital malformations, deformations & chromosomal abnormalities  "
Estonia,2021,4.043185335,15-44,(R) Abnormal-not elsewhere classified
Estonia,2021,4.395779499,15-44,(U071) Covid19 identified
Estonia,2021,0,15-44,(U072) Covid19 not identified
Greece,2021,1.041224836,15-44,(A_B) Infectious & parasitic diseases
Greece,2021,13.46005823,15-44,(C) Malignant Neoplasms
Greece,2021,0.046381155,15-44,(D00-D48) Neoplasms
Greece,2021,0.228223127,15-44,(D50-D89) Blood & blood-forming organs/ immune
Greece,2021,1.473376556,15-44,"(E) Endocrine, nutritional & metabolic diseases  "
Greece,2021,1.238684934,15-44,(F) Mental & behavioural disorders
Greece,2021,2.684982762,15-44,(G_H) Nervous system/ eye/ ear
Greece,2021,13.39250017,15-44,(I) Circulatory system
Greece,2021,1.741777647,15-44,(J) Rrespiratory system
Greece,2021,1.908462793,15-44,(K) Digestive system
Greece,2021,0,15-44,(L) Skin & subcutaneous tissue
Greece,2021,0.363755176,15-44,(M) Musculoskeletal system & connective tissue  
Greece,2021,0.44048656,15-44,(N) Genitourinary system
Greece,2021,0.135388777,15-44,"(O) Pregnancy, childbirth & the puerperium  "
Greece,2021,0,15-44,(P) Perinatal period
